45;Tidak Memuaskan;Ada;Tidak Mampu;Tidak Baik;Tidak Puas
46;Tidak Memuaskan;Ada;Tidak Mampu;Tidak Baik;Tidak Puas
47;Memuaskan;Tidak Ada;Mampu;Baik;Puas
48;Memuaskan;Tidak Ada;Mampu;Baik;Puas
49;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
50;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
51;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
52;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
53;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
54;Memuaskan;Tidak Ada;Mampu;Baik;Puas
55;Memuaskan;Tidak Ada;Mampu;Baik;Puas
56;Memuaskan;Tidak Ada;Sangat Mampu;Baik;Puas
57;Cukup Memuaskan;Tidak Ada;Mampu;Baik;Puas
58;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
59;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
60;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
61;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
62;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
63;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
64;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
65;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
66;Cukup Memuaskan;Tidak Ada;Kurang Mampu;Cukup Baik;Puas
67;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
68;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
69;Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
70;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
71;Memuaskan;Tidak Ada;Mampu;Baik;Puas
72;Memuaskan;Tidak Ada;Sangat Mampu;Baik;Puas
73;Memuaskan;Tidak Ada;Mampu;Baik;Puas
74;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
75;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
76;Memuaskan;Tidak Ada;Mampu;Baik;Puas
77;Memuaskan;Tidak Ada;Mampu;Baik;Puas
78;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
79;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
80;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
81;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
82;Memuaskan;Tidak Ada;Sangat Mampu;Baik;Puas
83;Memuaskan;Tidak Ada;Mampu;Baik;Puas
84;Memuaskan;Tidak Ada;Mampu;Baik;Puas
85;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
86;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
87;Memuaskan;Tidak Ada;Mampu;Baik;Puas
88;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
89;Memuaskan;Tidak Ada;Mampu;Baik;Puas
90;Memuaskan;Tidak Ada;Mampu;Baik;Puas
91;Memuaskan;Tidak Ada;Mampu;Baik;Puas
92;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
93;Memuaskan;Tidak Ada;Mampu;Baik;Puas
94;Memuaskan;Tidak Ada;Mampu;Baik;Puas
95;Memuaskan;Tidak Ada;Mampu;Baik;Puas
96;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
97;Memuaskan;Tidak Ada;Mampu;Baik;Puas
98;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
99;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
100;Memuaskan;Tidak Ada;Mampu;Baik;Puas
